id,prompt,category,image_path,VQAScore,CLIPScore,model_vqa,model_clip,template
192,A colorful skirt has an uncolorful hem.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/192.png,0.532668238993261,0.2993570864200592,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A colorful skirt has an uncolorful hem.""? Please answer yes or no."
534,"A band of beetles playing rock music on miniature instruments, with a leaf as their stage.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/534.png,0.4130035702536834,0.2835995852947235,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A band of beetles playing rock music on miniature instruments, with a leaf as their stage.""? Please answer yes or no."
1144,A book cover with 'Untold Stories' embossed in gold lettering.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1144.png,0.6356748899883627,0.3084145188331604,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A book cover with 'Untold Stories' embossed in gold lettering.""? Please answer yes or no."
844,Two children in yellow raincoats playing in standing water.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/844.png,0.706190436097526,0.4097365140914917,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Two children in yellow raincoats playing in standing water.""? Please answer yes or no."
1508,A female yoga instructor in a blue outfit guiding a pose for a female student in comfortable leggings and a tank top.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1508.png,0.6976089173220981,0.31724172830581665,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A female yoga instructor in a blue outfit guiding a pose for a female student in comfortable leggings and a tank top.""? Please answer yes or no."
94,A cat lounging lazily on a sunny windowsill.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/94.png,0.7390459240701083,0.2962162494659424,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A cat lounging lazily on a sunny windowsill.""? Please answer yes or no."
231,'Zen Garden' etched into a stone at a peaceful retreat.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/231.png,0.5803520483765656,0.34640777111053467,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""'Zen Garden' etched into a stone at a peaceful retreat.""? Please answer yes or no."
1437,An insulated cup and a notebook are not on the same desk.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1437.png,0.3285294332643027,0.33030226826667786,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""An insulated cup and a notebook are not on the same desk.""? Please answer yes or no."
1368,A boy doesn't make a snowman.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1368.png,0.13386748775351784,0.3092699944972992,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A boy doesn't make a snowman.""? Please answer yes or no."
956,"There are several silk scarves on a table, the longest one is green and the others are not.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/956.png,0.6011253440753982,0.3282361924648285,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""There are several silk scarves on a table, the longest one is green and the others are not.""? Please answer yes or no."
1449,"A springtime countryside scene with a little boy in an orange shirt, sitting in the grass, not under a tree.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1449.png,0.6909762888804933,0.32573726773262024,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A springtime countryside scene with a little boy in an orange shirt, sitting in the grass, not under a tree.""? Please answer yes or no."
573,"a young girl in a flowy dress running through a field of lavender, with a picturesque mountain range in the distance.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/573.png,0.6662796810207858,0.3687276840209961,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a young girl in a flowy dress running through a field of lavender, with a picturesque mountain range in the distance.""? Please answer yes or no."
1434,A waterproof umbrella with a flourish pattern is not opening.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1434.png,0.6220002299153027,0.2705255150794983,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A waterproof umbrella with a flourish pattern is not opening.""? Please answer yes or no."
740,A colorful night light.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/740.png,0.759938752041015,0.2978757619857788,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A colorful night light.""? Please answer yes or no."
364,"On the road, two cars drive parallel: the faster one is a sleek sports model, while the slower one is a large, family SUV.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/364.png,0.6136996883155785,0.2983267307281494,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""On the road, two cars drive parallel: the faster one is a sleek sports model, while the slower one is a large, family SUV.""? Please answer yes or no."
457,A river with no fish swimming.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/457.png,0.46684559533319187,0.2874005436897278,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A river with no fish swimming.""? Please answer yes or no."
557,A jazz musician plays a saxophone under a streetlamp at night.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/557.png,0.7364006023908275,0.35528457164764404,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A jazz musician plays a saxophone under a streetlamp at night.""? Please answer yes or no."
176,An injured man sitting on the ground with a man to his right who is helping him.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/176.png,0.7000752564236576,0.3209923505783081,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""An injured man sitting on the ground with a man to his right who is helping him.""? Please answer yes or no."
1595,"Within the dragon's lair, two knights duel fiercely, one with red shoes wielding a sword wreathed in flames and the other one with black shoes wielding a shield adorned with celestial symbols.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1595.png,0.5983121948770795,0.32229408621788025,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Within the dragon's lair, two knights duel fiercely, one with red shoes wielding a sword wreathed in flames and the other one with black shoes wielding a shield adorned with celestial symbols.""? Please answer yes or no."
1305,Two bananas without peels crossed.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1305.png,0.35846533711668294,0.30866697430610657,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Two bananas without peels crossed.""? Please answer yes or no."
197,six people wear white shirts and no people wear red shirts.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/197.png,0.5798763028726303,0.29841455817222595,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""six people wear white shirts and no people wear red shirts.""? Please answer yes or no."
261,A classroom where every student's desk is covered with creative projects and experiments.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/261.png,0.46587345377762773,0.28448987007141113,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A classroom where every student's desk is covered with creative projects and experiments.""? Please answer yes or no."
909,"One round frame on the mantel has a photo in it, and one square frame has no photo in it.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/909.png,0.5898344994463247,0.30672118067741394,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""One round frame on the mantel has a photo in it, and one square frame has no photo in it.""? Please answer yes or no."
1134,A vintage motorcycle with 'Rebel Soul' embossed on the leather seat.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1134.png,0.5418937363705241,0.2837175130844116,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A vintage motorcycle with 'Rebel Soul' embossed on the leather seat.""? Please answer yes or no."
1482,A rose that is not fully bloomed is higher than a rose that is already in bloom.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1482.png,0.3625177199327976,0.28113964200019836,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A rose that is not fully bloomed is higher than a rose that is already in bloom.""? Please answer yes or no."
1490,A boy sitting on the steps hands a game console to a boy standing on the grass.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1490.png,0.4629586132438158,0.3191719651222229,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A boy sitting on the steps hands a game console to a boy standing on the grass.""? Please answer yes or no."
658,a lone deer grazing in a misty forest clearing.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/658.png,0.7049732336450086,0.3653508126735687,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a lone deer grazing in a misty forest clearing.""? Please answer yes or no."
69,A cheerleader with a star badge at a sports field.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/69.png,0.6419836947437563,0.38098812103271484,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A cheerleader with a star badge at a sports field.""? Please answer yes or no."
1400,There is more orange juice in the glass than water in the bowl next to it.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1400.png,0.6392857917672555,0.2895098626613617,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""There is more orange juice in the glass than water in the bowl next to it.""? Please answer yes or no."
966,"There are several sleek laptops on a table, all of which are closed",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/966.png,0.1716158069689515,0.2645072638988495,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""There are several sleek laptops on a table, all of which are closed""? Please answer yes or no."
1554,"There are many lights in the room, and all the lights that give off red light are round.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1554.png,0.5185461749336651,0.26983267068862915,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""There are many lights in the room, and all the lights that give off red light are round.""? Please answer yes or no."
1369,A girl engaging in a snowball fight.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1369.png,0.27943505921514955,0.34439507126808167,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A girl engaging in a snowball fight.""? Please answer yes or no."
598,a rowboat tied to a dock on a foggy morning.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/598.png,0.541893736370524,0.28508204221725464,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a rowboat tied to a dock on a foggy morning.""? Please answer yes or no."
1452,All the birds in the blue sky are not yellow.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1452.png,0.21011725970644038,0.3093952238559723,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""All the birds in the blue sky are not yellow.""? Please answer yes or no."
807,A person in a brown raincoat laughing with another person clad in a sleek black trench coat under a shared umbrella.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/807.png,0.661485665487738,0.35010436177253723,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A person in a brown raincoat laughing with another person clad in a sleek black trench coat under a shared umbrella.""? Please answer yes or no."
1220,Five curious birds.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1220.png,0.6477982179521103,0.30850762128829956,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Five curious birds.""? Please answer yes or no."
336,A vampire lurking in the shadows of an old castle.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/336.png,0.4368622725355567,0.2967001795768738,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A vampire lurking in the shadows of an old castle.""? Please answer yes or no."
327,A detective examining clues with a magnifying glass.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/327.png,0.6876299957148545,0.3004998564720154,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A detective examining clues with a magnifying glass.""? Please answer yes or no."
767,Koi fish swimming towards food being sprinkled into a pond by a person.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/767.png,0.6279512168265432,0.3161286413669586,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Koi fish swimming towards food being sprinkled into a pond by a person.""? Please answer yes or no."
401,"A rustic wooden bench under a sprawling oak, with a modern metal chair facing it across a stone path.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/401.png,0.4059196429977849,0.3143753707408905,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A rustic wooden bench under a sprawling oak, with a modern metal chair facing it across a stone path.""? Please answer yes or no."
433,"A sky with stars, but no moon in sight.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/433.png,0.6410853826981666,0.28349030017852783,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A sky with stars, but no moon in sight.""? Please answer yes or no."
696,A kite soaring high in the sky on a windy day.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/696.png,0.6201616435491707,0.30552414059638977,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A kite soaring high in the sky on a windy day.""? Please answer yes or no."
107,A table setting with fewer forks than bowls.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/107.png,0.4775541588501822,0.29954975843429565,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A table setting with fewer forks than bowls.""? Please answer yes or no."
522,One cat napping in the sun.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/522.png,0.7279754489059774,0.27846676111221313,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""One cat napping in the sun.""? Please answer yes or no."
717,Hand sanitizer on an office desk.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/717.png,0.5841525674430876,0.28628087043762207,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Hand sanitizer on an office desk.""? Please answer yes or no."
1396,"A toolbox contains a brass screw and iron nail, the screw being newer than the nail.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1396.png,0.588889130767832,0.31400659680366516,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A toolbox contains a brass screw and iron nail, the screw being newer than the nail.""? Please answer yes or no."
1473,"There are two frogs on a lotus leaf in a pond, and the one who is drinking is in front of the one who is not.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1473.png,0.48047867804790706,0.3196639120578766,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""There are two frogs on a lotus leaf in a pond, and the one who is drinking is in front of the one who is not.""? Please answer yes or no."
1108,A flat screen mounted above a rectangular fireplace.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1108.png,0.6302298796590904,0.3081039488315582,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A flat screen mounted above a rectangular fireplace.""? Please answer yes or no."
544,A punk rock frog in a studded leather jacket standing on a stump.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/544.png,0.44408254220635685,0.32962945103645325,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A punk rock frog in a studded leather jacket standing on a stump.""? Please answer yes or no."
1022,"The morning light reflecting off the smooth, granite surface of a kitchen island.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1022.png,0.6419836947437563,0.264902800321579,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""The morning light reflecting off the smooth, granite surface of a kitchen island.""? Please answer yes or no."
1358,"A girl without sandals, walking barefoot on the beach in a dress.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1358.png,0.7217432062975979,0.29285934567451477,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A girl without sandals, walking barefoot on the beach in a dress.""? Please answer yes or no."
1278,A kitchen with a fridge that doesn't have any milk left.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1278.png,0.5578453029702553,0.2823825180530548,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A kitchen with a fridge that doesn't have any milk left.""? Please answer yes or no."
1518,"There are two lights in the office, and the one that emits red light is brighter than the one that emits yellow light.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1518.png,0.527803321095774,0.29489701986312866,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""There are two lights in the office, and the one that emits red light is brighter than the one that emits yellow light.""? Please answer yes or no."
408,"A rooftop garden with a row of planters, each filled with herbs and flowers.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/408.png,0.7412996284427215,0.3522912859916687,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A rooftop garden with a row of planters, each filled with herbs and flowers.""? Please answer yes or no."
1060," A marble countertop in the bakery, where a chocolate cake awaits decoration, is observed by a curious mouse. ",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1060.png,0.7240905557040317,0.3457360863685608,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show "" A marble countertop in the bakery, where a chocolate cake awaits decoration, is observed by a curious mouse. ""? Please answer yes or no."
1367,A cartoon puppy without a collar and with a necklace.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1367.png,0.271637951491376,0.2959972321987152,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A cartoon puppy without a collar and with a necklace.""? Please answer yes or no."
890,Five colorful balloons floating against a clear blue sky.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/890.png,0.7264256089751906,0.31943368911743164,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Five colorful balloons floating against a clear blue sky.""? Please answer yes or no."
309,A child blowing bubbles in a field of daisies.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/309.png,0.6118459231083437,0.3997926414012909,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A child blowing bubbles in a field of daisies.""? Please answer yes or no."
692,A jazz band playing in a dimly lit club.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/692.png,0.6955448850245266,0.2763409912586212,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A jazz band playing in a dimly lit club.""? Please answer yes or no."
1238,Two glass shampoos.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1238.png,0.5973730279310485,0.3254314064979553,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Two glass shampoos.""? Please answer yes or no."
1025,"A soft, woolen hat sitting atop a rustic, wooden coat rack by the door.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1025.png,0.5004882810947796,0.32702070474624634,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A soft, woolen hat sitting atop a rustic, wooden coat rack by the door.""? Please answer yes or no."
698,A boy with short spiky hair wearing a baseball cap.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/698.png,0.6976089173220981,0.3279758393764496,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A boy with short spiky hair wearing a baseball cap.""? Please answer yes or no."
989,a metallic owl statue is holding a small globe of the Earth above its head.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/989.png,0.6688802603710085,0.3326629400253296,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a metallic owl statue is holding a small globe of the Earth above its head.""? Please answer yes or no."
561,A steampunk airship floats above a futuristic city.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/561.png,0.7201715075418014,0.33072349429130554,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A steampunk airship floats above a futuristic city.""? Please answer yes or no."
1427,"In the night market, two vendors are setting up their stalls, and the vendor on the left has a wider range of goods than the vendor on the right.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1427.png,0.5784481789341114,0.32020220160484314,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""In the night market, two vendors are setting up their stalls, and the vendor on the left has a wider range of goods than the vendor on the right.""? Please answer yes or no."
935,A canary stands beside a green book.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/935.png,0.5,0.3256743252277374,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A canary stands beside a green book.""? Please answer yes or no."
1538,"Three purple gemstones and one pink gemstone, with the pink gemstone having the smoothest looking surface",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1538.png,0.58462693921766,0.35318291187286377,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Three purple gemstones and one pink gemstone, with the pink gemstone having the smoothest looking surface""? Please answer yes or no."
132,The sun sets on the left while the moon rises on the right.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/132.png,0.4026269720689515,0.3186561167240143,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""The sun sets on the left while the moon rises on the right.""? Please answer yes or no."
249,"A glowing ancient tree with five lanterns, surrounded by fireflies.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/249.png,0.575588013330038,0.35851335525512695,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A glowing ancient tree with five lanterns, surrounded by fireflies.""? Please answer yes or no."
331,A mountain biker leaping over a log on a forest trail.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/331.png,0.7468781860434984,0.3644634783267975,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A mountain biker leaping over a log on a forest trail.""? Please answer yes or no."
179,"Adjacent houses stand side by side; the left one sports a chimney, while the right one has none.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/179.png,0.6095241625665027,0.278530091047287,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Adjacent houses stand side by side; the left one sports a chimney, while the right one has none.""? Please answer yes or no."
514,Two sparrows perched on a branch with three leaves.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/514.png,0.6025294319093686,0.3257860243320465,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Two sparrows perched on a branch with three leaves.""? Please answer yes or no."
538,"A weeping willow as a poet, writing verses that sway with its branches by a serene lake.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/538.png,0.42919010862592216,0.34160658717155457,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A weeping willow as a poet, writing verses that sway with its branches by a serene lake.""? Please answer yes or no."
471,"Five pencils on the desk, but no erasers.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/471.png,0.5940803570022152,0.2894424498081207,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Five pencils on the desk, but no erasers.""? Please answer yes or no."
1416,A large bird does not fly higher than the mountains in the background.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1416.png,0.5588085759645549,0.2933151423931122,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A large bird does not fly higher than the mountains in the background.""? Please answer yes or no."
209,"A car drives down the road without wheels, floating above the ground.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/209.png,0.3015676930738543,0.2899618446826935,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A car drives down the road without wheels, floating above the ground.""? Please answer yes or no."
1306,Two birds that aren't red land on a table.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1306.png,0.14608724704829565,0.2808195650577545,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Two birds that aren't red land on a table.""? Please answer yes or no."
651,a seagull swooping over a crowded beach.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/651.png,0.3979384110732902,0.30662012100219727,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""a seagull swooping over a crowded beach.""? Please answer yes or no."
1004,"Two squirrels in tiny jackets, collecting acorns in a bustling city park.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1004.png,0.4527778776120745,0.3204054534435272,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Two squirrels in tiny jackets, collecting acorns in a bustling city park.""? Please answer yes or no."
537,"Marigold flowers hosting a party, with fireflies as their lanterns in the twilight.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/537.png,0.513180539395681,0.34530067443847656,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Marigold flowers hosting a party, with fireflies as their lanterns in the twilight.""? Please answer yes or no."
175,"The two lay in bed, the long-haired one asleep, the short-haired one still awake.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/175.png,0.6011253440753982,0.28216132521629333,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""The two lay in bed, the long-haired one asleep, the short-haired one still awake.""? Please answer yes or no."
1192,"A cottage covered in snow, with smoke rising from the chimney.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1192.png,0.7348812825926613,0.36862432956695557,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A cottage covered in snow, with smoke rising from the chimney.""? Please answer yes or no."
284,A woman in a long-sleeved dress with a ring.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/284.png,0.48925946498202977,0.29300999641418457,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A woman in a long-sleeved dress with a ring.""? Please answer yes or no."
517,Two clouds casting shadows over three sunflowers.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/517.png,0.5539879275113098,0.2734432816505432,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Two clouds casting shadows over three sunflowers.""? Please answer yes or no."
1467,"Five ants are carrying biscuits, and an ant that is not carrying biscuits is standing on a green leaf directing them.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1467.png,0.6247515298902347,0.3444838225841522,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Five ants are carrying biscuits, and an ant that is not carrying biscuits is standing on a green leaf directing them.""? Please answer yes or no."
345,"Sunglasses rest atop a magazine, and a beach towel is spread out on the sand.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/345.png,0.4746311777449677,0.2986217439174652,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Sunglasses rest atop a magazine, and a beach towel is spread out on the sand.""? Please answer yes or no."
1058,"A group of firefighters taking a break, sitting on concrete steps.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1058.png,0.7655933542181187,0.341988205909729,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A group of firefighters taking a break, sitting on concrete steps.""? Please answer yes or no."
1023,"A wooden dresser adorned with brass handles, filled with soft, linen clothes.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1023.png,0.5664982418472789,0.31997883319854736,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A wooden dresser adorned with brass handles, filled with soft, linen clothes.""? Please answer yes or no."
79,A blue mailbox standing to the left of a winding garden path.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/79.png,0.6693126946633092,0.34743911027908325,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A blue mailbox standing to the left of a winding garden path.""? Please answer yes or no."
1153,A lantern by a camping site glowing with 'Light the Way' etched on its side.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1153.png,0.5732006601591959,0.2655244767665863,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A lantern by a camping site glowing with 'Light the Way' etched on its side.""? Please answer yes or no."
754,A diamond shaped wall mirror.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/754.png,0.6504672640462058,0.36096668243408203,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A diamond shaped wall mirror.""? Please answer yes or no."
1318,A little boy sits on a large red storage box and holds up a smaller green one.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1318.png,0.6215409097858048,0.36575499176979065,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A little boy sits on a large red storage box and holds up a smaller green one.""? Please answer yes or no."
958,A rabbit standing on a stump looks more nervous than another rabbit not on a stump.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/958.png,0.46004630212376924,0.35689374804496765,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""A rabbit standing on a stump looks more nervous than another rabbit not on a stump.""? Please answer yes or no."
1268,"In a classroom without a teacher, the students quietly study on their own.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1268.png,0.4980468849340468,0.2902428209781647,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""In a classroom without a teacher, the students quietly study on their own.""? Please answer yes or no."
1458,"Three children smile as they stand on a rock, ready to have their picture taken. None of them are wearing shoes.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1458.png,0.3015676930738543,0.3234982192516327,instructblip-flan-t5-xl,ViT-B-32,"Does this figure show ""Three children smile as they stand on a rock, ready to have their picture taken. None of them are wearing shoes.""? Please answer yes or no."
