id,prompt,category,image_path
966,"There are several sleek laptops on a table, all of which are closed",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/966.png
1554,"There are many lights in the room, and all the lights that give off red light are round.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1554.png
1369,A girl engaging in a snowball fight.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1369.png
598,a rowboat tied to a dock on a foggy morning.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/598.png
1452,All the birds in the blue sky are not yellow.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1452.png
807,A person in a brown raincoat laughing with another person clad in a sleek black trench coat under a shared umbrella.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/807.png
1220,Five curious birds.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1220.png
336,A vampire lurking in the shadows of an old castle.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/336.png
327,A detective examining clues with a magnifying glass.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/327.png
767,Koi fish swimming towards food being sprinkled into a pond by a person.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/767.png
401,"A rustic wooden bench under a sprawling oak, with a modern metal chair facing it across a stone path.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/401.png
433,"A sky with stars, but no moon in sight.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/433.png
696,A kite soaring high in the sky on a windy day.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/696.png
107,A table setting with fewer forks than bowls.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/107.png
522,One cat napping in the sun.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/522.png
717,Hand sanitizer on an office desk.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/717.png
1396,"A toolbox contains a brass screw and iron nail, the screw being newer than the nail.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1396.png
1473,"There are two frogs on a lotus leaf in a pond, and the one who is drinking is in front of the one who is not.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1473.png
1108,A flat screen mounted above a rectangular fireplace.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1108.png
544,A punk rock frog in a studded leather jacket standing on a stump.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/544.png
1022,"The morning light reflecting off the smooth, granite surface of a kitchen island.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1022.png
1358,"A girl without sandals, walking barefoot on the beach in a dress.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1358.png
1278,A kitchen with a fridge that doesn't have any milk left.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1278.png
1518,"There are two lights in the office, and the one that emits red light is brighter than the one that emits yellow light.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1518.png
408,"A rooftop garden with a row of planters, each filled with herbs and flowers.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/408.png
1060," A marble countertop in the bakery, where a chocolate cake awaits decoration, is observed by a curious mouse. ",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1060.png
1367,A cartoon puppy without a collar and with a necklace.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1367.png
890,Five colorful balloons floating against a clear blue sky.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/890.png
309,A child blowing bubbles in a field of daisies.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/309.png
692,A jazz band playing in a dimly lit club.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/692.png
1238,Two glass shampoos.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1238.png
1025,"A soft, woolen hat sitting atop a rustic, wooden coat rack by the door.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1025.png
698,A boy with short spiky hair wearing a baseball cap.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/698.png
989,a metallic owl statue is holding a small globe of the Earth above its head.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/989.png
561,A steampunk airship floats above a futuristic city.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/561.png
1427,"In the night market, two vendors are setting up their stalls, and the vendor on the left has a wider range of goods than the vendor on the right.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1427.png
935,A canary stands beside a green book.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/935.png
1538,"Three purple gemstones and one pink gemstone, with the pink gemstone having the smoothest looking surface",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1538.png
132,The sun sets on the left while the moon rises on the right.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/132.png
249,"A glowing ancient tree with five lanterns, surrounded by fireflies.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/249.png
331,A mountain biker leaping over a log on a forest trail.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/331.png
179,"Adjacent houses stand side by side; the left one sports a chimney, while the right one has none.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/179.png
514,Two sparrows perched on a branch with three leaves.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/514.png
538,"A weeping willow as a poet, writing verses that sway with its branches by a serene lake.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/538.png
471,"Five pencils on the desk, but no erasers.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/471.png
1416,A large bird does not fly higher than the mountains in the background.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1416.png
209,"A car drives down the road without wheels, floating above the ground.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/209.png
1306,Two birds that aren't red land on a table.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1306.png
651,a seagull swooping over a crowded beach.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/651.png
1004,"Two squirrels in tiny jackets, collecting acorns in a bustling city park.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1004.png
537,"Marigold flowers hosting a party, with fireflies as their lanterns in the twilight.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/537.png
175,"The two lay in bed, the long-haired one asleep, the short-haired one still awake.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/175.png
1192,"A cottage covered in snow, with smoke rising from the chimney.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1192.png
284,A woman in a long-sleeved dress with a ring.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/284.png
517,Two clouds casting shadows over three sunflowers.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/517.png
1467,"Five ants are carrying biscuits, and an ant that is not carrying biscuits is standing on a green leaf directing them.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1467.png
345,"Sunglasses rest atop a magazine, and a beach towel is spread out on the sand.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/345.png
1058,"A group of firefighters taking a break, sitting on concrete steps.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1058.png
1023,"A wooden dresser adorned with brass handles, filled with soft, linen clothes.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1023.png
79,A blue mailbox standing to the left of a winding garden path.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/79.png
1153,A lantern by a camping site glowing with 'Light the Way' etched on its side.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1153.png
754,A diamond shaped wall mirror.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/754.png
1318,A little boy sits on a large red storage box and holds up a smaller green one.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1318.png
958,A rabbit standing on a stump looks more nervous than another rabbit not on a stump.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/958.png
1268,"In a classroom without a teacher, the students quietly study on their own.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1268.png
1458,"Three children smile as they stand on a rock, ready to have their picture taken. None of them are wearing shoes.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1458.png
910,The four water bottles on the gym floor are all blue.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/910.png
1455,"There are two dresses hanging from a chair, neither of which is white.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1455.png
551,A painter on a ladder adds stars to a mural of the night sky on a city wall.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/551.png
1342,"A person not wearing jeans, holding three small Persian cats in a sweater.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1342.png
102,A pencil holder with more pens than pencils.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/102.png
675,"A pirate ship sailing through the stars, 'Celestial Seas' written on the stern.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/675.png
820,"In the playground, a girl in white runs as a boy in yellow walks.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/820.png
1390,"A pig standing in a mud puddle on a hot day, but not rolling around in the mud.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1390.png
300,A woman with red lipstick and a polka dot dress.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/300.png
81,A vintage clock on a mantelpiece leaning slightly to the left.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/81.png
967,Five colorful magnets decorating the door of a white refrigerator.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/967.png
726,A delicate daisy blooming on the left side of a sunny meadow.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/726.png
925,A vibrant blue rose blooming on a red lush rose bush.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/925.png
782,"A panoramic view of a mountain range, its peaks dusted with snow.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/782.png
655,a rotary dial telephone on a modern minimalist desk.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/655.png
1588,"At the coffee shop, two muffins sit on the display, one studded with chocolate chips, the other bursting with juicy blueberries.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1588.png
794,"A ski resort nestled in the mountains, with trails winding through the snow-covered pines.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/794.png
1037,Four paper lanterns.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1037.png
1208,A man teaching a young boy how to ride a bike in a sunny park.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1208.png
1010,"Sunlight filtering through the linen curtains, casting a warm glow on the ceramic coffee mug.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1010.png
86,A hammock strung between two palm trees on a beach.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/86.png
1401,"Some balls are on the table and on the floor, and the number of balls on the table is more than the number of balls on the floor.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1401.png
1241,Four rubber shoes.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1241.png
72,"A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/72.png
95,"A painter delicately brushing color onto a canvas in a bright, airy studio.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/95.png
138,Two cats playing with a single ball.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/138.png
66,A pirate with a skull earring on a treasure island.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/66.png
84,A row of colorful townhouses on a sunny street.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/84.png
73,"A cheerful dog with a frisbee in its mouth on the right, chasing a rolling ball on the left.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/73.png
310,A surfer riding a large wave at sunset.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/310.png
1295,A coffee mug is not filled.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1295.png
1266,A squirrel's nest with lots of pine cones but not a squirrel in sight.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1266.png
908,"Three spoons are in a ceramic pot: one is metal, one is wooden, and one is plastic.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/908.png
254,"A landscape where every tree is in full bloom, with petals covering the entirety of the ground.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/254.png
942,An alien holding a different telescope in each hand.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/942.png
1446,"In a bright bedroom, there are no yellow pillows on the bed.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1446.png
47,A grand fountain surrounded by historic buildings in a town square.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/47.png
1546,"Three flowers in the meadow, with only the red rose blooming; the others are not open.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1546.png
233,'Art Center' is spray-painted on the wall of the City Gallery.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/233.png
964,"At a dance party, three girls in long dresses are sitting at a dining table, with three men beside them inviting them to dance.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/964.png
224,A snowy mountain peak with a wooden signpost reading 'Summit Trail' against a clear blue sky.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/224.png
1408,A horse is being groomed by its owner in a stable.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1408.png
283,A woman wearing a T-shirt and gloves.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/283.png
862,"Inside a tent, two maps lay on the ground with an oil lamp resting on top.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/862.png
131,"In a snowy landscape, a fox dashes across the terrain, while nearby, a dog sits calmly.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/131.png
1297,a tree without any leaves.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1297.png
365,"In the pond, two ducks swim near each other: the larger one has a bright green head, while the smaller one is all brown.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/365.png
934,There are two colors of pots in the flower garden; all green pots have tulips in them and all yellow pots have no flowers in them.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/934.png
1491,A boy in a stained white apron presents a steaming dish to a boy in an elegant black evening gown.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1491.png
46,A garden path lined with glowing stones under a twilight sky.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/46.png
1471,There is a glass without orange juice next to a glass filled with orange juice.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1471.png
707,A stylish sunglass case with a soft leather exterior on a beach towel.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/707.png
856,"Two parrots on a perch, one speaking into a miniature microphone.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/856.png
115,A kitchen with a larger quantity of milk than juice.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/115.png
1302,A house with no round windows but square ones.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1302.png
1082,A relieved parent watching their child take their first steps towards a gentle rabbit.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1082.png
1212,A female police officer directing traffic at a busy intersection.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1212.png
1323,"The table lamp emits bright light, but the chandelier's light is not bright.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1323.png
595,a purple sports car racing along a coastal highway.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/595.png
210,"The tallest tree in the forest has no leaves, while the smallest one is lush and green.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/210.png
1031,"A sparkling glass chandelier is hanging above the polished, wooden dining table set.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1031.png
1348,"A boy doesn't wear shorts, choosing jeans and a cap for a cooler day.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1348.png
623,An owl with a tiny book in a moonlit library.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/623.png
984,A sad sloth sits beside a gray book.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/984.png
155,"One bird singing, two flowers swaying.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/155.png
657,a calico cat napping on a sunny window sill.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/657.png
757,Two people sharing an umbrella during a light rain in the city.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/757.png
885,Two peacocks displaying their magnificent tails.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/885.png
737,A pair of durable gardening gloves.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/737.png
11,A mirror is speaking in a dimly lit room.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/11.png
911,three children are all sitting on a couch.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/911.png
524,Three cookies on a plate.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/524.png
1405,A hamster is nibbling on a tiny piece of apple.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1405.png
1339,"A male model and a female model are showcasing the jewelry on their hands, with the taller model's jewelry appearing more lavish than the other's.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1339.png
319,A mechanic working under the hood of a classic car.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/319.png
171,The brown dog chases the black dog around the tree.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/171.png
927,"Two children blowing dandelion seeds, watched by two others.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/927.png
668,"A rustic wooden cabin in a snowy forest, the address '459' carved into a hanging sign above the frost-covered door.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/668.png
1137,A pair of gardening gloves with 'Grow with Love' stitched on the cuffs.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1137.png
724,A tranquil garden with a gently flowing fountain towards the left.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/724.png
734,A decorative candle holder.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/734.png
929,Four squirrels playing around an ancient oak tree.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/929.png
759,A parent and a child building a sandcastle together on a beach.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/759.png
6,"A fairy dancing lightly atop a blooming, moonlit flower.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/6.png
8,"A ghostly ship sailing on a fog-shrouded, moonlit sea.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/8.png
716,A bedside lamp casting a warm glow over a stack of unread books.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/716.png
274,A child pointing at parent.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/274.png
230,'Tea Time' painted on a quaint cafe sign.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/230.png
456,A road with no signs or markings.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/456.png
434,"A street with no people, only lights.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/434.png
423,"In a room, all the chairs are occupied except one.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/423.png
321,A teacher standing in front of a world map in a classroom.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/321.png
639,a cobblestone walkway winding through a lush garden.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/639.png
1418,"In a cage, there is a cute hamster and a hamster wheel. The hamster is not running on the wheel, but is nibbling on a small piece of carrot.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1418.png
226,"An elegant wedding venue, a 'Just Married' banner draped across the back of a vintage car.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/226.png
903,A cactus in a green pot looks more vibrant than a cactus in a red pot.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/903.png
332,A monk meditating beside a tranquil mountain stream.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/332.png
308,A farmer in overalls tending to a field of corn.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/308.png
719,A car key fob.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/719.png
1272,A police station's lost and found box that doesn't have any lost dogs or cats.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1272.png
1258,A group of sheep being led by two shepherds across a green field.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1258.png
1224,Two frustrated pandas.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1224.png
1345,"A man not tying his sneakers, standing still in casual jeans and a t-shirt.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1345.png
1347,"In the cold outdoors, a woman is not wrapped in a scarf, with just a warm coat.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1347.png
951,A Bluetooth speaker.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/951.png
148,Eight wavy lines are under three polygonal signs.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/148.png
792,A majestic Victorian house under the sun.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/792.png
741,A shower head is spraying water.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/741.png
990,a photograph of the Mona Lisa working out.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/990.png
743,A digital alarm clock.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/743.png
495,A fruit basket with more apples than oranges.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/495.png
96,A chef fervently preparing sushi in a bustling kitchen.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/96.png
426,"In a field of flowers, every bloom is yellow, save for one that is blue.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/426.png
104,"A couple, with the taller one hugging the shorter one from behind.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/104.png
362,"Two kites are flying high in the sky, the dragon-shaped one flies higher and is more colorful than the geometric-patterned one.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/362.png
803,A man dressed in a classic white t-shirt and jeans holding hands with a woman in a flowing red dress.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/803.png
1495,A girl in overalls and a sunhat showing a butterfly on her finger to a girl in a floral sundress.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1495.png
1237,Four glass chairs.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1237.png
837,"Several tulips are dancing in the sun, and they are all purple.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/837.png
411,"At the party, a pineapple is flanked by beers on each side.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/411.png
995,a photograph of an armadillo jumping on one leg.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/995.png
1282,"A vet's office with a 'No waiting' sign, as there are no pets.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1282.png
1336,A woman with three dogs and no umbrella in the drizzle.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1336.png
1578,"On a shelf in the supermarket, all the products are blue.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1578.png
1216,Headphones resting on a desk.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1216.png
78,A single red rose in a vase on the right side of a windowsill.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/78.png
485,A kitchen with every cupboard bare.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/485.png
708,A reusable grocery bag filled with fresh produce on a kitchen counter.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/708.png
1267,"A bookshelf full of novels, none of which have a parrot on the cover.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1267.png
520,Four pencils in a cup.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/520.png
674,"An alchemist's workshop, bubbling cauldrons, and 'Elixir of Life' are labeled on a shelf.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/674.png
394,A red rose in full bloom next to a pink rosebud in a garden.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/394.png
166,One person makes a humorous face as another watches.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/166.png
1535,"A salesperson holds a pillow in each hand, and the pillow in the left hand looks softer than the one in the right.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1535.png
1303,Two cars without windows waiting at a traffic light.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1303.png
670,"An ornate clock tower at the stroke of midnight, its face illuminated, showing the time '12:00' in Roman numerals.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/670.png
728,An owl perched on the right part of a branch under moonlight.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/728.png
1117,A bakery window displaying a cake with 'SWEETER DAYS AHEAD' piped in elegant frosting.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1117.png
12,An ice castle standing proudly in the midst of a blizzard.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/12.png
466,"A snowy landscape with a cabin, but no smoke from the chimney.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/466.png
88,A star-filled sky over a desert campsite.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/88.png
208,"A bookshelf with no books, only picture frames.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/208.png
793,A lonely lighthouse standing guard at the edge of the cliff.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/793.png
1385,A hamster not running on a wheel in its cage.,negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1385.png
422,"Every tree in the forest is green, except for one that is red.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/422.png
161,"Cats playing on the roof, the cat on the left has curly hair, and the cat on the right has straight hair",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/161.png
278,A young woman in a red long-sleeved dress.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/278.png
535,"A tabby cat wizard casting spells with a wand, surrounded by floating books and magical orbs.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/535.png
340,A knight in shining armor jousting at a medieval fair.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/340.png
125,"A boat glides across the ocean, dolphins leaping beside it and seagulls soaring overhead.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/125.png
235,A sign in park says 'Bike Lane.',simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/235.png
37,A bird nocks an arrow.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/37.png
1229,Five relieved turtles.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1229.png
156,Five relaxed students but one overwhelmed teacher.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/156.png
120,A map unfolds widely on the wall and a compass points northward.,compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/120.png
1209,A girl feeding a group of eager ducks at the edge of a serene pond.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1209.png
656,a biplane parked in a field of wildflowers.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/656.png
727,A rustic bench is in the front of a serene lakeside.,simple,/content/drive/MyDrive/VQAScore_Project/data/generated_images/727.png
1009,"A sleek, metallic mouse gliding smoothly across a wooden desk.",compositional,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1009.png
1456,"Five cardboard boxes sit in the storage room, all of which are not whole.",negation,/content/drive/MyDrive/VQAScore_Project/data/generated_images/1456.png
